taxon_id	nb_protein	has_annotated_poly	nb_polyprotein	has_peptide	nb_peptides	taxonomy
438782	5	False	0	FALSE	0	Viruses;ssDNA viruses;Nanoviridae;Babuvirus
491893	31	False	0	FALSE	0	Viruses;dsDNA viruses, no RNA stage;unclassified dsDNA viruses
11788	3	True	1	TRUE	3	Viruses;Retro-transcribing viruses;Retroviridae;Orthoretrovirinae;Gammaretrovirus;unclassified Gammaretrovirus
665102	7	False	0	FALSE	0	Viruses;ssDNA viruses;Geminiviridae;Begomovirus
932071	7	False	0	FALSE	0	Viruses;ssDNA viruses;Geminiviridae;Begomovirus
1046572	7	False	0	FALSE	0	Viruses;ssDNA viruses;Geminiviridae;Begomovirus
10815	6	False	0	TRUE	3	Viruses;ssDNA viruses;Geminiviridae;Begomovirus
212035	979	False	0	FALSE	0	Viruses;dsDNA viruses, no RNA stage;Mimiviridae;Mimivirus
1168547	2	False	0	FALSE	0	Viruses;ssDNA viruses;Circoviridae;Circovirus;unclassified Circovirus
1291515	4	False	0	FALSE	0	Viruses;ssDNA viruses;unclassified ssDNA viruses
1416009	91	False	0	FALSE	0	Viruses;dsDNA viruses, no RNA stage;Caudovirales;Podoviridae;N4virus;unclassified N4likevirus
1589748	118	False	0	FALSE	0	Viruses;dsDNA viruses, no RNA stage;Caudovirales;Siphoviridae
1610509	64	False	0	FALSE	0	Viruses;dsDNA viruses, no RNA stage;Caudovirales;Siphoviridae
1664246	86	False	0	FALSE	0	Viruses;dsDNA viruses, no RNA stage;Caudovirales;Siphoviridae
1664247	80	False	0	FALSE	0	Viruses;dsDNA viruses, no RNA stage;Caudovirales;Podoviridae;N4virus;unclassified N4likevirus
437444	57	False	0	FALSE	0	Viruses;dsDNA viruses, no RNA stage;Ampullaviridae;Ampullavirus
1732173	54	False	0	FALSE	0	Viruses;dsDNA viruses, no RNA stage;Ampullaviridae;Ampullavirus;unclassified Ampullavirus
1732174	66	False	0	FALSE	0	Viruses;dsDNA viruses, no RNA stage;Ampullaviridae;Ampullavirus;unclassified Ampullavirus
235266	40	False	0	FALSE	0	Viruses;dsDNA viruses, no RNA stage;Ligamenvirales;Lipothrixviridae;Gammalipothrixvirus
300186	52	False	0	FALSE	0	Viruses;dsDNA viruses, no RNA stage;Ligamenvirales;Lipothrixviridae;Deltalipothrixvirus
346881	68	False	0	FALSE	0	Viruses;dsDNA viruses, no RNA stage;Ligamenvirales;Lipothrixviridae;Betalipothrixvirus
346882	66	False	0	FALSE	0	Viruses;dsDNA viruses, no RNA stage;Ligamenvirales;Lipothrixviridae;Betalipothrixvirus
346883	57	False	0	FALSE	0	Viruses;dsDNA viruses, no RNA stage;Ligamenvirales;Lipothrixviridae;Betalipothrixvirus
346884	61	False	0	FALSE	0	Viruses;dsDNA viruses, no RNA stage;Ligamenvirales;Lipothrixviridae;Betalipothrixvirus
512792	73	False	0	FALSE	0	Viruses;dsDNA viruses, no RNA stage;Ligamenvirales;Lipothrixviridae;Betalipothrixvirus
309181	41	False	0	FALSE	0	Viruses;dsDNA viruses, no RNA stage;Ligamenvirales;Rudiviridae;Rudivirus
1732175	43	False	0	FALSE	0	Viruses;dsDNA viruses, no RNA stage;Ligamenvirales;Rudiviridae;Rudivirus;unclassified Rudivirus
693629	38	False	0	FALSE	0	Viruses;dsDNA viruses, no RNA stage;Fuselloviridae;Betafusellovirus
